Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_POSITIVE_REGULATION_OF_CELL_CYCLE,10,10/560,387/16881,0.8970819141241564,218793/15567/101706/27053/16000/74370/67974/71472/19941/12028,Ube2e2/Slc6a4/Numa1/Asns/Igf1/Rptor/Ccny/Usp19/Rpl26/Bax,ENSMUSG00000058317/ENSMUSG00000020838/ENSMUSG00000066306/ENSMUSG00000029752/ENSMUSG00000020053/ENSMUSG00000025583/ENSMUSG00000024286/ENSMUSG00000006676/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,12,12/560,456/16881,0.8970819141241564,64095/210274/21825/14199/192176/13367/20193/18627/105722/19766/15194/12028,Gpr35/Shank2/Thbs1/Fhl1/Flna/Diaph1/S100a1/Per2/Ano6/Ripk1/Htt/Bax,ENSMUSG00000026271/ENSMUSG00000037541/ENSMUSG00000040152/ENSMUSG00000023092/ENSMUSG00000031328/ENSMUSG00000024456/ENSMUSG00000044080/ENSMUSG00000055866/ENSMUSG00000064210/ENSMUSG00000021408/ENSMUSG00000029104/ENSMUSG00000003873,C5
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,1,1/560,54/16881,0.8999869321934711,192176,Flna,ENSMUSG00000031328,C5
GO_CELLULAR_RESPONSE_TO_FATTY_ACID,1,1/560,54/16881,0.8999869321934711,98496,Pid1,ENSMUSG00000045658,C5
GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING,1,1/560,54/16881,0.8999869321934711,69387,Dnajb13,ENSMUSG00000030708,C5
GO_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE,1,1/560,54/16881,0.8999869321934711,11554,Adrb1,ENSMUSG00000035283,C5
GO_NAD_BINDING,1,1/560,54/16881,0.8999869321934711,236539,Phgdh,ENSMUSG00000053398,C5
GO_SPINDLE_MICROTUBULE,1,1/560,54/16881,0.8999869321934711,101706,Numa1,ENSMUSG00000066306,C5
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS,1,1/560,54/16881,0.8999869321934711,64292,Ptges,ENSMUSG00000050737,C5
GO_VISUAL_BEHAVIOR,1,1/560,54/16881,0.8999869321934711,12568,Cdk5,ENSMUSG00000028969,C5
GO_PML_BODY,2,2/560,97/16881,0.8999869321934711,72145/338467,Wdfy3/Morc3,ENSMUSG00000043940/ENSMUSG00000039456,C5
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,2,2/560,97/16881,0.8999869321934711,218793/74370,Ube2e2/Rptor,ENSMUSG00000058317/ENSMUSG00000025583,C5
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,3,3/560,137/16881,0.8999869321934711,28240/171166/12568,Trpm2/Mcoln3/Cdk5,ENSMUSG00000009292/ENSMUSG00000036853/ENSMUSG00000028969,C5
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,7,7/560,285/16881,0.8999869321934711,218793/101706/16000/74370/71472/19941/12028,Ube2e2/Numa1/Igf1/Rptor/Usp19/Rpl26/Bax,ENSMUSG00000058317/ENSMUSG00000066306/ENSMUSG00000020053/ENSMUSG00000025583/ENSMUSG00000006676/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_POSTSYNAPTIC_MEMBRANE,8,8/560,320/16881,0.8999869321934711,66082/15567/11554/18186/210274/30794/12568/320405,Abhd6/Slc6a4/Adrb1/Nrp1/Shank2/Pdlim4/Cdk5/Cadps2,ENSMUSG00000025277/ENSMUSG00000020838/ENSMUSG00000035283/ENSMUSG00000025810/ENSMUSG00000037541/ENSMUSG00000020388/ENSMUSG00000028969/ENSMUSG00000017978,C5
GO_RESPONSE_TO_ORGANOPHOSPHORUS,3,3/560,138/16881,0.9019795702851449,15567/20846/20969,Slc6a4/Stat1/Sdc1,ENSMUSG00000020838/ENSMUSG00000026104/ENSMUSG00000020592,C5
GO_HISTONE_H3_K4_METHYLATION,1,1/560,55/16881,0.9051281952370083,22083,Ctr9,ENSMUSG00000005609,C5
GO_REGULATION_OF_VASOCONSTRICTION,1,1/560,55/16881,0.9051281952370083,18627,Per2,ENSMUSG00000055866,C5
GO_MODIFICATION_DEPENDENT_PROTEIN_BINDING,3,3/560,139/16881,0.9051289414383147,15925/78658/19359,Ide/Ncapd3/Rad23b,ENSMUSG00000056999/ENSMUSG00000035024/ENSMUSG00000028426,C5
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,2,2/560,99/16881,0.9054637910518311,229521/12010,Syt11/B2m,ENSMUSG00000068923/ENSMUSG00000060802,C5
GO_RESPONSE_TO_CAMP,2,2/560,99/16881,0.9054637910518311,20846/20969,Stat1/Sdc1,ENSMUSG00000026104/ENSMUSG00000020592,C5
GO_CAJAL_BODY,1,1/560,56/16881,0.9075966776507589,53890,Sart3,ENSMUSG00000018974,C5
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT,1,1/560,56/16881,0.9075966776507589,110253,Triobp,ENSMUSG00000033088,C5
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,1,1/560,56/16881,0.9075966776507589,227648,Sec16a,ENSMUSG00000026924,C5
GO_HISTONE_EXCHANGE,1,1/560,56/16881,0.9075966776507589,381280,Hjurp,ENSMUSG00000044783,C5
GO_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,1,1/560,56/16881,0.9075966776507589,16000,Igf1,ENSMUSG00000020053,C5
GO_PIGMENT_BIOSYNTHETIC_PROCESS,1,1/560,56/16881,0.9075966776507589,66154,Tmem14c,ENSMUSG00000021361,C5
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,1,1/560,56/16881,0.9075966776507589,16000,Igf1,ENSMUSG00000020053,C5
GO_RIBOSOME_BINDING,1,1/560,56/16881,0.9075966776507589,16785,Rpsa,ENSMUSG00000032518,C5
GO_VESICLE_COAT,1,1/560,56/16881,0.9075966776507589,12847,Copa,ENSMUSG00000026553,C5
GO_CONDENSED_NUCLEAR_CHROMOSOME,2,2/560,100/16881,0.9075966776507589,71729/78658,Rgs12/Ncapd3,ENSMUSG00000029101/ENSMUSG00000035024,C5
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY,2,2/560,100/16881,0.9075966776507589,28240/171166,Trpm2/Mcoln3,ENSMUSG00000009292/ENSMUSG00000036853,C5
GO_REGULATION_OF_CIRCADIAN_RHYTHM,2,2/560,100/16881,0.9075966776507589,19883/18627,Rora/Per2,ENSMUSG00000032238/ENSMUSG00000055866,C5
GO_COENZYME_BIOSYNTHETIC_PROCESS,3,3/560,141/16881,0.9087242318353687,30963/70789/66454,Hacd1/Kynu/Nmnat1,ENSMUSG00000063275/ENSMUSG00000026866/ENSMUSG00000028992,C5
GO_ISOMERASE_ACTIVITY,3,3/560,141/16881,0.9087242318353687,212898/268373/64292,Dse/Ppia/Ptges,ENSMUSG00000039497/ENSMUSG00000071866/ENSMUSG00000050737,C5
GO_LEARNING,3,3/560,141/16881,0.9087242318353687,210274/12568/15194,Shank2/Cdk5/Htt,ENSMUSG00000037541/ENSMUSG00000028969/ENSMUSG00000029104,C5
GO_CELL_CYCLE_CHECKPOINT,5,5/560,217/16881,0.9087242318353687,80280/11789/14155/19941/12028,Cdk5rap3/Apc/Fem1b/Rpl26/Bax,ENSMUSG00000018669/ENSMUSG00000005871/ENSMUSG00000032244/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,4,4/560,180/16881,0.9096169996128272,21825/192187/20846/243362,Thbs1/Stab1/Stat1/Stard13,ENSMUSG00000040152/ENSMUSG00000042286/ENSMUSG00000026104/ENSMUSG00000016128,C5
GO_DEOXYRIBONUCLEASE_ACTIVITY,1,1/560,57/16881,0.910200225821297,13421,Dnase1l3,ENSMUSG00000025279,C5
GO_DETECTION_OF_VISIBLE_LIGHT,1,1/560,57/16881,0.910200225821297,24115,Best1,ENSMUSG00000037418,C5
GO_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,1,1/560,57/16881,0.910200225821297,11789,Apc,ENSMUSG00000005871,C5
GO_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT,1,1/560,57/16881,0.910200225821297,67681,Mrpl18,ENSMUSG00000057388,C5
GO_REGULATION_OF_PROTEIN_IMPORT,1,1/560,57/16881,0.910200225821297,192176,Flna,ENSMUSG00000031328,C5
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H,2,2/560,101/16881,0.910200225821297,18126/22166,Nos2/Txn1,ENSMUSG00000020826/ENSMUSG00000028367,C5
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,3,3/560,142/16881,0.910200225821297,11554/210274/12568,Adrb1/Shank2/Cdk5,ENSMUSG00000035283/ENSMUSG00000037541/ENSMUSG00000028969,C5
GO_GATED_CHANNEL_ACTIVITY,8,8/560,327/16881,0.910200225821297,140493/28240/171166/16534/22334/105722/12568/208795,Kcnn3/Trpm2/Mcoln3/Kcnn4/Vdac2/Ano6/Cdk5/Tmem63a,ENSMUSG00000000794/ENSMUSG00000009292/ENSMUSG00000036853/ENSMUSG00000054342/ENSMUSG00000021771/ENSMUSG00000064210/ENSMUSG00000028969/ENSMUSG00000026519,C5
GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS,12,12/560,467/16881,0.910200225821297,76267/245533/16832/71720/236539/30963/228775/16000/70789/64292/18627/72621,Fads1/Awat1/Ldhb/Osbpl3/Phgdh/Hacd1/Trib3/Igf1/Kynu/Ptges/Per2/Pdzd11,ENSMUSG00000010663/ENSMUSG00000015665/ENSMUSG00000030246/ENSMUSG00000029822/ENSMUSG00000053398/ENSMUSG00000063275/ENSMUSG00000032715/ENSMUSG00000020053/ENSMUSG00000026866/ENSMUSG00000050737/ENSMUSG00000055866/ENSMUSG00000015668,C5
GO_MESONEPHROS_DEVELOPMENT,2,2/560,102/16881,0.9119961079716159,74533/20969,Gzf1/Sdc1,ENSMUSG00000027439/ENSMUSG00000020592,C5
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,2,2/560,102/16881,0.9119961079716159,11554/18797,Adrb1/Plcb3,ENSMUSG00000035283/ENSMUSG00000024960,C5
GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,2,2/560,102/16881,0.9119961079716159,30963/56386,Hacd1/B4galt6,ENSMUSG00000063275/ENSMUSG00000056124,C5
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,9,9/560,364/16881,0.9121270705965013,20354/18186/210274/20430/11816/140570/14268/12561/67784,Sema4d/Nrp1/Shank2/Cyfip1/Apoe/Plxnb2/Fn1/Cdh4/Plxnd1,ENSMUSG00000021451/ENSMUSG00000025810/ENSMUSG00000037541/ENSMUSG00000030447/ENSMUSG00000002985/ENSMUSG00000036606/ENSMUSG00000026193/ENSMUSG00000000305/ENSMUSG00000030123,C5
GO_CHROMATIN_ASSEMBLY,3,3/560,143/16881,0.9126294656729808,381280/319190/53890,Hjurp/Hist2h2be/Sart3,ENSMUSG00000044783/ENSMUSG00000068854/ENSMUSG00000018974,C5
GO_MEIOTIC_CELL_CYCLE_PROCESS,4,4/560,182/16881,0.9127679956433176,54427/19364/17886/78658,Dnmt3l/Rad51d/Myh9/Ncapd3,ENSMUSG00000000730/ENSMUSG00000018841/ENSMUSG00000022443/ENSMUSG00000035024,C5
GO_CERAMIDE_BIOSYNTHETIC_PROCESS,1,1/560,58/16881,0.9133797882829319,56386,B4galt6,ENSMUSG00000056124,C5
GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS,1,1/560,58/16881,0.9133797882829319,210274,Shank2,ENSMUSG00000037541,C5
GO_POSITIVE_REGULATION_OF_ORGAN_GROWTH,1,1/560,58/16881,0.9133797882829319,16000,Igf1,ENSMUSG00000020053,C5
GO_DNA_PACKAGING_COMPLEX,2,2/560,103/16881,0.9136859859040707,319190/78658,Hist2h2be/Ncapd3,ENSMUSG00000068854/ENSMUSG00000035024,C5
GO_LYSOSOMAL_TRANSPORT,2,2/560,103/16881,0.9136859859040707,16004/11736,Igf2r/Ankfy1,ENSMUSG00000023830/ENSMUSG00000020790,C5
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,2,2/560,103/16881,0.9136859859040707,13548/53890,Dyrk1a/Sart3,ENSMUSG00000022897/ENSMUSG00000018974,C5
GO_SMOOTH_MUSCLE_CONTRACTION,2,2/560,103/16881,0.9136859859040707,15566/229877,Htr7/Rap1gds1,ENSMUSG00000024798/ENSMUSG00000028149,C5
GO_TRANSLATIONAL_TERMINATION,2,2/560,103/16881,0.9136859859040707,121022/67681,Mrps6/Mrpl18,ENSMUSG00000039680/ENSMUSG00000057388,C5
GO_CELLULAR_RESPONSE_TO_RADIATION,4,4/560,183/16881,0.9139474322203481,12925/11911/19941/12028,Crip1/Atf4/Rpl26/Bax,ENSMUSG00000006360/ENSMUSG00000042406/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_CYTOPLASMIC_STRESS_GRANULE,1,1/560,59/16881,0.9162987055108085,74370,Rptor,ENSMUSG00000025583,C5
GO_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,1,1/560,59/16881,0.9162987055108085,67890,Ufm1,ENSMUSG00000027746,C5
GO_SECONDARY_METABOLIC_PROCESS,1,1/560,59/16881,0.9162987055108085,246221,Mpst,ENSMUSG00000071711,C5
GO_STRIATED_MUSCLE_ADAPTATION,1,1/560,59/16881,0.9162987055108085,16168,Il15,ENSMUSG00000031712,C5
GO_NEURAL_TUBE_FORMATION,2,2/560,104/16881,0.91630293368717175,140570/59024,Plxnb2/Med12,ENSMUSG00000036606/ENSMUSG00000079487,C5
GO_HORMONE_ACTIVITY,2,2/560,105/16881,0.9188210450547051,16000/12847,Igf1/Copa,ENSMUSG00000020053/ENSMUSG00000026553,C5
GO_NEUROMUSCULAR_PROCESS,2,2/560,105/16881,0.9188210450547051,77579/109934,Myh10/Abr,ENSMUSG00000020900/ENSMUSG00000017631,C5
GO_PROTEIN_N_TERMINUS_BINDING,2,2/560,105/16881,0.9188210450547051,20910/17979,Stxbp1/Ncoa3,ENSMUSG00000026797/ENSMUSG00000027678,C5
GO_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,2,2/560,105/16881,0.9188210450547051,26407/15519,Map3k4/Hsp90aa1,ENSMUSG00000014426/ENSMUSG00000021270,C5
GO_SYNAPTIC_VESICLE_MEMBRANE,2,2/560,105/16881,0.9188210450547051,229521/235504,Syt11/Slc17a5,ENSMUSG00000068923/ENSMUSG00000049624,C5
GO_APPENDAGE_MORPHOGENESIS,3,3/560,146/16881,0.9188210450547051,53614/226844/12028,Reck/Flvcr1/Bax,ENSMUSG00000028476/ENSMUSG00000066595/ENSMUSG00000003873,C5
GO_EMBRYONIC_PATTERN_SPECIFICATION,1,1/560,60/16881,0.919245922212769,18186,Nrp1,ENSMUSG00000025810,C5
GO_MICROBODY_MEMBRANE,1,1/560,60/16881,0.919245922212769,225845,Plaat3,ENSMUSG00000060675,C5
GO_DNA_PACKAGING,4,4/560,186/16881,0.9198249984050063,381280/319190/53890/78658,Hjurp/Hist2h2be/Sart3/Ncapd3,ENSMUSG00000044783/ENSMUSG00000068854/ENSMUSG00000018974/ENSMUSG00000035024,C5
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS,6,6/560,262/16881,0.9211014111524186,71720/11816/18797/56453/69718/676527,Osbpl3/Apoe/Plcb3/Mbtps1/Ipmk/Gm12248,ENSMUSG00000029822/ENSMUSG00000002985/ENSMUSG00000024960/ENSMUSG00000031835/ENSMUSG00000060733/ENSMUSG00000086962,C5
GO_SINGLE_STRANDED_DNA_BINDING,2,2/560,106/16881,0.9214492108663561,19364/19359,Rad51d/Rad23b,ENSMUSG00000018841/ENSMUSG00000028426,C5
GO_AXONEME_ASSEMBLY,1,1/560,61/16881,0.9216371086161247,69387,Dnajb13,ENSMUSG00000030708,C5
GO_ENDORIBONUCLEASE_ACTIVITY,1,1/560,61/16881,0.9216371086161247,67053,Rpp14,ENSMUSG00000023156,C5
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,1,1/560,61/16881,0.9216371086161247,79362,Bhlhe41,ENSMUSG00000030256,C5
GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,1,1/560,61/16881,0.9216371086161247,192176,Flna,ENSMUSG00000031328,C5
GO_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,1,1/560,61/16881,0.9216371086161247,210274,Shank2,ENSMUSG00000037541,C5
GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1,1/560,61/16881,0.9216371086161247,14199,Fhl1,ENSMUSG00000023092,C5
GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,1,1/560,61/16881,0.9216371086161247,26407,Map3k4,ENSMUSG00000014426,C5
GO_BLOOD_MICROPARTICLE,3,3/560,148/16881,0.9216371086161247,12268/11816/14268,C4b/Apoe/Fn1,ENSMUSG00000073418/ENSMUSG00000002985/ENSMUSG00000026193,C5
GO_PEPTIDE_RECEPTOR_ACTIVITY,3,3/560,148/16881,0.9216371086161247,64095/12774/227288,Gpr35/Ccr5/Cxcr1,ENSMUSG00000026271/ENSMUSG00000079227/ENSMUSG00000048480,C5
GO_CELL_AGING,2,2/560,107/16881,0.9221240324700781,66521/338467,Rwdd1/Morc3,ENSMUSG00000019782/ENSMUSG00000039456,C5
GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,2,2/560,107/16881,0.9221240324700781,20193/15194,S100a1/Htt,ENSMUSG00000044080/ENSMUSG00000029104,C5
GO_REGULATION_OF_BLOOD_PRESSURE,4,4/560,188/16881,0.9221240324700781,11554/18797/18126/64652,Adrb1/Plcb3/Nos2/Nisch,ENSMUSG00000035283/ENSMUSG00000024960/ENSMUSG00000020826/ENSMUSG00000021910,C5
GO_SPERM_PART,4,4/560,188/16881,0.9221240324700781,17427/69387/21871/22334,Mns1/Dnajb13/Atp6v0a2/Vdac2,ENSMUSG00000032221/ENSMUSG00000030708/ENSMUSG00000038023/ENSMUSG00000021771,C5
GO_REGULATION_OF_B_CELL_ACTIVATION,5,5/560,226/16881,0.9221240324700781,17387/54219/105855/74748/20926,Mmp14/Cd320/Nckap1l/Slamf8/Supt6,ENSMUSG00000000957/ENSMUSG00000002308/ENSMUSG00000022488/ENSMUSG00000053318/ENSMUSG00000002052,C5
GO_CONNECTIVE_TISSUE_DEVELOPMENT,6,6/560,264/16881,0.92253986214416694,12654/21810/17132/13038/12925/225845,Chil1/Tgfbi/Maf/Ctsk/Crip1/Plaat3,ENSMUSG00000064246/ENSMUSG00000035493/ENSMUSG00000055435/ENSMUSG00000028111/ENSMUSG00000006360/ENSMUSG00000060675,C5
GO_CELLULAR_GLUCOSE_HOMEOSTASIS,3,3/560,149/16881,0.9232315112009823,238377/56455/18975,Gpr68/Dynll1/Polg,ENSMUSG00000047415/ENSMUSG00000009013/ENSMUSG00000039176,C5
GO_METHYLATED_HISTONE_BINDING,1,1/560,62/16881,0.9237385431742674,78658,Ncapd3,ENSMUSG00000035024,C5
GO_NEURAL_RETINA_DEVELOPMENT,1,1/560,62/16881,0.9237385431742674,19126,Prom1,ENSMUSG00000029086,C5
GO_PROTEIN_TRANSMEMBRANE_TRANSPORT,1,1/560,62/16881,0.9237385431742674,56322,Timm22,ENSMUSG00000020843,C5
GO_ACROSOMAL_VESICLE,2,2/560,108/16881,0.9237385431742674,21871/22334,Atp6v0a2/Vdac2,ENSMUSG00000038023/ENSMUSG00000021771,C5
GO_BONE_MORPHOGENESIS,2,2/560,108/16881,0.9237385431742674,17387/16332,Mmp14/Inppl1,ENSMUSG00000000957/ENSMUSG00000032737,C5
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC,2,2/560,108/16881,0.9237385431742674,210274/12568,Shank2/Cdk5,ENSMUSG00000037541/ENSMUSG00000028969,C5
GO_CHROMOSOME_SEGREGATION,7,7/560,302/16881,0.9237385431742674,381280/101706/11789/17222/68953/78658/70012,Hjurp/Numa1/Apc/Anapc1/Chmp2a/Ncapd3/Cep85,ENSMUSG00000044783/ENSMUSG00000066306/ENSMUSG00000005871/ENSMUSG00000014355/ENSMUSG00000033916/ENSMUSG00000035024/ENSMUSG00000037443,C5
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,1,1/560,63/16881,0.9262597731138557,16000,Igf1,ENSMUSG00000020053,C5
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,1,1/560,63/16881,0.9262597731138557,101706,Numa1,ENSMUSG00000066306,C5
GO_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,1,1/560,63/16881,0.9262597731138557,16000,Igf1,ENSMUSG00000020053,C5
GO_REGULATION_OF_LIPID_KINASE_ACTIVITY,1,1/560,63/16881,0.9262597731138557,14255,Flt3,ENSMUSG00000042817,C5
GO_MODIFICATION_OF_MORPHOLOGY_OR_PHYSIOLOGY_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,2,2/560,109/16881,0.9262597731138557,20304/11816,Ccl5/Apoe,ENSMUSG00000035042/ENSMUSG00000002985,C5
GO_IRON_ION_BINDING,3,3/560,151/16881,0.9264299180228812,52463/72054/676527,Tet1/Cyp4f18/Gm12248,ENSMUSG00000047146/ENSMUSG00000003484/ENSMUSG00000086962,C5
GO_CELLULAR_KETONE_METABOLIC_PROCESS,4,4/560,191/16881,0.9267593076466019,19172/19177/19170/18263,Psmb4/Psmb7/Psmb1/Odc1,ENSMUSG00000005779/ENSMUSG00000026750/ENSMUSG00000014769/ENSMUSG00000011179,C5
GO_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,2,2/560,110/16881,0.9287632951173205,72899/17158,Macrod2/Man2a1,ENSMUSG00000068205/ENSMUSG00000024085,C5
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,1,1/560,64/16881,0.9291795689437078,78658,Ncapd3,ENSMUSG00000035024,C5
GO_INTRINSIC_COMPONENT_OF_GOLGI_MEMBRANE,1,1/560,64/16881,0.9291795689437078,67510,Tvp23b,ENSMUSG00000014177,C5
GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS,1,1/560,64/16881,0.9291795689437078,12028,Bax,ENSMUSG00000003873,C5
GO_CHROMATIN_DNA_BINDING,2,2/560,111/16881,0.9309404219461338,15331/20848,Hmgn2/Stat3,ENSMUSG00000003038/ENSMUSG00000004040,C5
GO_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,2,2/560,111/16881,0.9309404219461338,11554/15566,Adrb1/Htr7,ENSMUSG00000035283/ENSMUSG00000024798,C5
GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,1,1/560,65/16881,0.9317464330033186,14255,Flt3,ENSMUSG00000042817,C5
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS,1,1/560,65/16881,0.9317464330033186,56386,B4galt6,ENSMUSG00000056124,C5
GO_HISTONE_H4_ACETYLATION,1,1/560,65/16881,0.9317464330033186,77853,Msl2,ENSMUSG00000066415,C5
GO_MONOCARBOXYLIC_ACID_BINDING,1,1/560,65/16881,0.9317464330033186,16004,Igf2r,ENSMUSG00000023830,C5
GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,1,1/560,65/16881,0.9317464330033186,11816,Apoe,ENSMUSG00000002985,C5
GO_CILIARY_TRANSITION_ZONE,1,1/560,66/16881,0.9337576916468705,17152,Mak,ENSMUSG00000021363,C5
GO_CLATHRIN_COATED_PIT,1,1/560,66/16881,0.9337576916468705,98402,Sh3bp4,ENSMUSG00000036206,C5
GO_MIRNA_MEDIATED_INHIBITION_OF_TRANSLATION,1,1/560,66/16881,0.9337576916468705,20848,Stat3,ENSMUSG00000004040,C5
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,1,1/560,66/16881,0.9337576916468705,16168,Il15,ENSMUSG00000031712,C5
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS,1,1/560,66/16881,0.9337576916468705,30963,Hacd1,ENSMUSG00000063275,C5
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,3,3/560,155/16881,0.9337576916468705,232975/140493/16534,Atp1a3/Kcnn3/Kcnn4,ENSMUSG00000040907/ENSMUSG00000000794/ENSMUSG00000054342,C5
GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,5,5/560,234/16881,0.9337576916468705,28240/70564/11816/19766/22166,Trpm2/Prxl2a/Apoe/Ripk1/Txn1,ENSMUSG00000009292/ENSMUSG00000021792/ENSMUSG00000002985/ENSMUSG00000021408/ENSMUSG00000028367,C5
GO_SKELETAL_SYSTEM_MORPHOGENESIS,5,5/560,234/16881,0.9337576916468705,17387/226844/15531/59024/16332,Mmp14/Flvcr1/Ndst1/Med12/Inppl1,ENSMUSG00000000957/ENSMUSG00000066595/ENSMUSG00000054008/ENSMUSG00000079487/ENSMUSG00000032737,C5
GO_CATION_CHANNEL_ACTIVITY,7,7/560,309/16881,0.9337576916468705,140493/28240/171166/16534/105722/12568/208795,Kcnn3/Trpm2/Mcoln3/Kcnn4/Ano6/Cdk5/Tmem63a,ENSMUSG00000000794/ENSMUSG00000009292/ENSMUSG00000036853/ENSMUSG00000054342/ENSMUSG00000064210/ENSMUSG00000028969/ENSMUSG00000026519,C5
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,2,2/560,113/16881,0.93400967053129,80280/192176,Cdk5rap3/Flna,ENSMUSG00000018669/ENSMUSG00000031328,C5
GO_STEROID_BIOSYNTHETIC_PROCESS,4,4/560,196/16881,0.9345071115356457,71720/11816/56453/676527,Osbpl3/Apoe/Mbtps1/Gm12248,ENSMUSG00000029822/ENSMUSG00000002985/ENSMUSG00000031835/ENSMUSG00000086962,C5
GO_DAMAGED_DNA_BINDING,1,1/560,67/16881,0.9362543096168674,19359,Rad23b,ENSMUSG00000028426,C5
GO_MESONEPHRIC_TUBULE_MORPHOGENESIS,1,1/560,67/16881,0.9362543096168674,74533,Gzf1,ENSMUSG00000027439,C5
GO_PROTEIN_MONOUBIQUITINATION,1,1/560,67/16881,0.9362543096168674,22083,Ctr9,ENSMUSG00000005609,C5
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,2,2/560,114/16881,0.9362543096168674,18186/21825,Nrp1/Thbs1,ENSMUSG00000025810/ENSMUSG00000040152,C5
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,3,3/560,157/16881,0.9368164648136156,18186/21825/68606,Nrp1/Thbs1/Ppm1f,ENSMUSG00000025810/ENSMUSG00000040152/ENSMUSG00000026181,C5
